Disease_Name,Crop,Severity,Leaf_Color,Spot_Size,Spot_Pattern,Temperature,Humidity,Affected_Area_Percent,Disease_ID,Season
Leaf_Blast,Rice,Medium,Gray,Medium,Diamond,26.7286990086997,91.59983995955315,35.37539737296419,1,Monsoon
Esca_Black_Measles,Grape,High,Yellow_Brown,Large,Irregular,28.494357555006356,71.44124110961269,52.16996240279109,20,Summer
Late_Blight,Potato,High,Dark_Gray,Large,Irregular,20.603943899242534,87.72693481253296,66.13107044097922,7,Monsoon
Leaf_Mold,Tomato,Medium,Yellow,Medium,Fuzzy,24.088754423435425,87.5159198323418,32.27828199953005,9,Monsoon
Late_Blight,Tomato,Severe,Black,Large,Irregular,18.8953837094465,90.34820261325034,71.6051210162475,7,Winter
Late_Blight,Tomato,High,Dark_Gray,Large,Irregular,18.333505462581595,91.7681050283895,58.75787411538195,7,Winter
Healthy,Tomato,None,Dark_Green,None,None,26.0,68.0,0.0,3,Monsoon
Leaf_Blight,Grape,Medium,Brown,Medium,Irregular,26.50856057698704,79.6557311976317,38.132369918857144,21,Monsoon
Leaf_Blight,Grape,Medium,Brown,Medium,Irregular,25.0,80.0,35.0,21,Monsoon
Septoria_Leaf_Spot,Tomato,Medium,Brown,Small,Circular,26.0,80.0,35.0,10,Monsoon
Healthy,Grape,None,Dark_Green,None,None,25.0,68.0,0.0,3,Monsoon
Black_Rot,Apple,Severe,Black,Large,Circular,26.0,85.0,65.0,18,Monsoon
Black_Rot,Apple,High,Brown,Large,Circular,24.148767439698002,82.71068451853758,48.709226329977334,18,Monsoon
Healthy,Grape,None,Dark_Green,None,None,25.0,68.0,0.0,3,Monsoon
Target_Spot,Tomato,Medium,Brown,Medium,Target,25.30433743654162,81.18423337168741,26.069168723148035,11,Monsoon
Late_Blight,Tomato,Severe,Black,Large,Irregular,20.0,92.0,75.0,7,Monsoon
Healthy,Wheat,None,Green,None,None,21.0,65.0,0.0,3,Monsoon
Northern_Leaf_Blight,Corn,High,Gray_Green,Large,Elongated,25.970176522420978,89.22415219524328,57.546827055355074,16,Monsoon
Cedar_Apple_Rust,Apple,Medium,Orange_Yellow,Small,Circular,20.191433242802248,71.24895685115223,30.03098902193609,19,Monsoon
Brown_Rust,Wheat,High,Orange,Small,Pustules,22.088382204043498,75.94412958785706,42.769735613616014,4,Monsoon
Common_Rust,Corn,Medium,Brown,Small,Pustules,21.669620925258744,72.21952674599392,39.90769516356629,15,Monsoon
Brown_Spot,Rice,Medium,Brown,Small,Circular,28.019913036358204,86.71003375539522,24.005225452109237,0,Summer
Esca_Black_Measles,Grape,Severe,Brown_Black,Large,Irregular,30.049951662305318,81.50797679159142,63.39325308054538,20,Summer
Healthy,Rice,None,Dark_Green,None,None,27.0,70.0,0.0,3,Monsoon
Late_Blight,Tomato,Severe,Black,Large,Irregular,21.962815658441414,88.58991012178933,70.46480016864218,7,Monsoon
Leaf_Blast,Rice,High,Gray,Large,Diamond,25.212563025679607,89.87588881662467,52.873072776108195,1,Monsoon
Black_Rot,Grape,High,Brown,Medium,Circular,27.003561624041744,82.26226004344313,46.82580863266171,18,Monsoon
Healthy,Corn,None,Green,None,None,26.0,70.0,0.0,3,Monsoon
Black_Rot,Apple,High,Brown,Large,Circular,24.0,80.0,50.0,18,Monsoon
Cercospora_Leaf_Spot,Corn,Medium,Gray,Small,Circular,28.749508610614964,89.2188493561729,25.37567214693496,14,Summer
Brown_Rust,Wheat,High,Brown_Orange,Small,Pustules,18.79891093301967,65.02626667648953,38.761091756877654,4,Winter
Late_Blight,Potato,High,Dark_Gray,Large,Irregular,18.357927687814612,88.45742163480601,69.03529136518723,7,Winter
Healthy,Potato,None,Green,None,None,22.0,70.0,0.0,3,Monsoon
Leaf_Mold,Tomato,High,Olive_Green,Medium,Fuzzy,25.0,95.0,45.0,9,Monsoon
Brown_Spot,Rice,Medium,Brown,Small,Circular,29.613651209527184,89.30114295883945,31.825467727917157,0,Summer
Early_Blight,Potato,High,Dark_Brown,Large,Concentric,27.189701141185154,85.40358071813878,51.853151190545574,6,Monsoon
Common_Rust,Corn,Medium,Brown,Small,Pustules,20.880718758214908,76.2683117576531,34.51936975539477,15,Monsoon
Yellow_Leaf_Curl_Virus,Tomato,High,Yellow,None,Curled,32.5651348334483,68.59329993109907,51.43756147649519,12,Summer
Early_Blight,Tomato,Medium,Dark_Brown,Medium,Concentric,26.63790605766306,82.74264395243777,31.638743010157242,6,Monsoon
Healthy,Grape,None,Dark_Green,None,None,25.0,68.0,0.0,3,Monsoon
Cedar_Apple_Rust,Apple,Medium,Orange,Medium,Circular,23.838517703677088,73.99757817030813,39.18056367276937,19,Monsoon
Healthy,Grape,None,Green,None,None,26.0,70.0,0.0,3,Monsoon
Black_Rot,Grape,High,Brown,Medium,Circular,26.0,85.0,45.0,18,Monsoon
Leaf_Mold,Tomato,High,Olive_Green,Medium,Fuzzy,26.32961797168273,97.29227547064953,47.218185294370286,9,Monsoon
Early_Blight,Tomato,Medium,Brown,Medium,Concentric,23.892340327258843,79.30361075746134,34.122691903209855,6,Monsoon
Cedar_Apple_Rust,Apple,Medium,Orange_Yellow,Small,Circular,23.678191981701726,73.30402701073358,28.65170287600707,19,Monsoon
Black_Rot,Grape,High,Brown,Medium,Circular,24.0581719862718,89.46758720998861,49.55024692979198,18,Monsoon
Neck_Blast,Rice,Severe,Black,Large,Irregular,23.973128706224124,86.13307870925527,61.268961877915935,2,Monsoon
Cedar_Apple_Rust,Apple,Medium,Orange_Yellow,Small,Circular,20.95903072521319,75.72206966041298,33.08072577092056,19,Monsoon
Septoria_Leaf_Spot,Tomato,Medium,Brown,Small,Circular,27.26646669600499,80.36150304835543,37.46147065661922,10,Monsoon
Brown_Spot,Rice,High,Dark_Brown,Medium,Circular,31.688959334373603,92.6992637520548,46.00946184714602,0,Summer
Early_Blight,Potato,Medium,Brown,Medium,Concentric,23.160786812468118,83.71003167724467,34.70376886931402,6,Monsoon
Black_Rot,Apple,High,Brown,Large,Circular,25.261250218819757,82.98286448409041,54.078849436969826,18,Monsoon
Healthy,Wheat,None,Green,None,None,21.0,65.0,0.0,3,Monsoon
Mosaic_Virus,Tomato,Medium,Yellow_Green,None,Mosaic,28.0,75.0,40.0,13,Monsoon
Late_Blight,Tomato,Severe,Gray_Black,Large,Irregular,18.063567654307114,90.55347643710992,68.80288587250864,7,Winter
Common_Rust,Corn,Medium,Brown,Small,Pustules,20.777800966748384,71.86882449381959,37.43859263659383,15,Monsoon
Northern_Leaf_Blight,Corn,Severe,Gray,Large,Elongated,26.949175185450105,92.95133870080357,66.86574991289243,16,Monsoon
Healthy,Apple,None,Green,None,None,20.0,65.0,0.0,3,Monsoon
Late_Blight,Potato,High,Dark_Gray,Large,Irregular,18.47893321308221,89.93143763715719,68.48763375574077,7,Winter
Early_Blight,Potato,Medium,Brown,Medium,Concentric,25.355390079840245,82.74461015912095,33.09410708254908,6,Monsoon
Yellow_Rust,Wheat,High,Bright_Yellow,Small,Stripes,17.79327642828353,89.01149044655413,54.049642495484925,5,Winter
Brown_Rust,Wheat,High,Brown_Orange,Small,Pustules,19.42762970676772,66.9033686694642,38.19055568934637,4,Winter
Cercospora_Leaf_Spot,Corn,Medium,Gray,Small,Circular,26.718914523044024,81.16653169507944,31.809982257943,14,Monsoon
Healthy,Rice,None,Dark_Green,None,None,27.0,70.0,0.0,3,Monsoon
Black_Rot,Apple,High,Brown,Large,Circular,25.27994081487346,81.98228355697164,53.15184360369931,18,Monsoon
Late_Blight,Potato,Severe,Gray_Black,Large,Irregular,19.075209417495586,91.9639720846106,81.34355065485704,7,Winter
Late_Blight,Tomato,High,Dark_Gray,Large,Irregular,19.796246078655077,88.73764034195123,62.8576899218526,7,Winter
Black_Rot,Apple,Severe,Black,Large,Circular,27.572731545249805,84.38064005094843,61.04694703821099,18,Monsoon
Brown_Rust,Wheat,Medium,Light_Brown,Small,Pustules,18.685980186174234,64.20085312590592,32.712114972348225,4,Winter
Brown_Spot,Rice,High,Dark_Brown,Medium,Circular,28.96628249011807,91.53278116714489,44.25491429643165,0,Summer
Neck_Blast,Rice,Severe,Dark_Gray,Large,Irregular,25.22675830619842,96.06728744796685,61.93378422441747,2,Monsoon
Brown_Rust,Wheat,High,Orange,Small,Pustules,21.62774364154267,75.40980525479772,44.728449198714365,4,Monsoon
Yellow_Leaf_Curl_Virus,Tomato,High,Yellow,None,Curled,32.0,70.0,50.0,12,Summer
Healthy,Corn,None,Dark_Green,None,None,25.0,68.0,0.0,3,Monsoon
Brown_Rust,Wheat,High,Orange,Small,Pustules,20.84381146920604,78.80355112389456,47.621718997768724,4,Monsoon
