Year,Month,Crop_ID,Crop_Name,State_ID,State_Name,Rainfall,Temperature,Demand,Price_Per_Quintal,Season,Price_Category,Month_Name,Previous_Month_Price,Price_Change,Price_Change_Percent
2021,10,3,Maize,7,Rajasthan,104.04,28.25,Medium,1379.61,Spring,Low,October,1663.29,-283.68000000000006,-17.06
2023,9,7,Vegetables,13,Haryana,243.26,21.13,Low,2201.61,Monsoon,Medium,September,2324.5,-122.88999999999987,-5.29
2020,8,3,Maize,1,Andhra Pradesh,355.91,24.62,Medium,1642.0,Monsoon,Low,August,1773.58,-131.57999999999993,-7.42
2022,12,7,Vegetables,6,Gujarat,91.3,23.48,Low,1644.66,Winter,Low,December,1838.18,-193.51999999999998,-10.53
2024,4,8,Fruits,9,Uttar Pradesh,94.47,34.12,Medium,3941.96,Summer,High,April,3415.83,526.1300000000001,15.4
2023,9,5,Sugarcane,7,Rajasthan,308.43,20.4,Low,3083.46,Monsoon,High,September,3204.52,-121.05999999999995,-3.78
2020,1,4,Cotton,9,Uttar Pradesh,134.57,14.92,High,4361.62,Winter,Very_High,January,4361.62,0.0,0.0
2020,5,4,Cotton,13,Haryana,24.62,40.53,Medium,7168.48,Summer,Very_High,May,5099.47,2069.0099999999993,40.57
2022,12,4,Cotton,4,Tamil Nadu,141.62,22.83,Low,3423.94,Winter,High,December,3922.52,-498.5799999999999,-12.71
2021,2,6,Pulses,12,Punjab,72.74,16.53,High,4742.9,Winter,Very_High,February,3557.85,1185.0499999999997,33.31
2021,9,7,Vegetables,8,Madhya Pradesh,272.09,21.71,Medium,2169.59,Monsoon,Medium,September,1830.48,339.1100000000001,18.53
2023,3,4,Cotton,13,Haryana,19.3,31.21,High,6689.62,Summer,Very_High,March,5784.91,904.71,15.64
2021,4,5,Sugarcane,1,Andhra Pradesh,42.48,36.69,Medium,3716.82,Summer,High,April,3470.96,245.86000000000013,7.08
2024,6,4,Cotton,2,Karnataka,231.48,37.97,Medium,5349.92,Monsoon,Very_High,June,5992.73,-642.8099999999995,-10.73
2023,7,8,Fruits,10,Bihar,394.65,22.26,Medium,3319.25,Monsoon,High,July,3326.69,-7.440000000000055,-0.22
2024,7,3,Maize,4,Tamil Nadu,334.3,27.1,Low,1429.82,Monsoon,Low,July,2025.75,-595.9300000000001,-29.42
2022,10,6,Pulses,8,Madhya Pradesh,89.29,28.06,Medium,3273.88,Spring,High,October,3074.76,199.1199999999999,6.48
2020,6,8,Fruits,3,Kerala,393.89,30.56,Medium,3690.3,Monsoon,High,June,4673.69,-983.3899999999994,-21.04
2022,11,8,Fruits,3,Kerala,49.81,26.58,Medium,4503.24,Spring,Very_High,November,4327.18,176.0599999999995,4.07
2023,3,3,Maize,2,Karnataka,41.0,38.48,Medium,2263.5,Summer,Medium,March,2093.84,169.65999999999985,8.1
2020,7,7,Vegetables,2,Karnataka,156.24,24.79,Low,2522.69,Monsoon,Medium,July,2390.4,132.28999999999996,5.53
2022,4,1,Rice,1,Andhra Pradesh,51.92,31.65,Medium,3196.2,Summer,High,April,3271.12,-74.92000000000007,-2.29
2020,8,4,Cotton,1,Andhra Pradesh,378.82,23.19,Low,4387.76,Monsoon,Very_High,August,4965.78,-578.0199999999995,-11.64
2024,9,6,Pulses,1,Andhra Pradesh,361.49,20.46,Medium,3739.82,Monsoon,High,September,3603.37,136.45000000000027,3.79
2024,10,1,Rice,3,Kerala,90.47,22.66,High,2595.06,Spring,Medium,October,2558.66,36.40000000000009,1.42
2021,8,1,Rice,6,Gujarat,311.48,25.24,Medium,2024.19,Monsoon,Medium,August,2171.81,-147.6199999999999,-6.8
2023,2,1,Rice,3,Kerala,70.17,15.38,High,3510.05,Winter,High,February,3564.62,-54.56999999999971,-1.53
2021,1,4,Cotton,7,Rajasthan,113.63,19.89,Medium,3987.59,Winter,High,January,4303.51,-315.9200000000001,-7.34
2022,12,5,Sugarcane,4,Tamil Nadu,99.65,10.87,Medium,3618.31,Winter,High,December,2940.61,677.6999999999998,23.05
2023,8,1,Rice,13,Haryana,370.63,21.03,Medium,2504.08,Monsoon,Medium,August,2432.48,71.59999999999991,2.94
2023,8,3,Maize,11,West Bengal,158.47,24.0,Medium,1813.94,Monsoon,Low,August,1608.01,205.93000000000006,12.81
2022,3,7,Vegetables,7,Rajasthan,71.2,31.8,Low,1946.53,Summer,Low,March,1941.79,4.740000000000009,0.24
2022,9,6,Pulses,13,Haryana,313.36,27.83,Medium,3723.66,Monsoon,High,September,3775.18,-51.51999999999998,-1.36
2023,10,4,Cotton,11,West Bengal,63.17,30.38,Medium,4586.88,Spring,Very_High,October,4443.4,143.48000000000047,3.23
2021,1,4,Cotton,2,Karnataka,103.73,24.74,Low,3510.75,Winter,High,January,4796.01,-1285.2600000000002,-26.8
2020,6,7,Vegetables,11,West Bengal,316.61,36.16,Low,2154.12,Monsoon,Medium,June,2754.16,-600.04,-21.79
2023,10,7,Vegetables,11,West Bengal,105.96,20.36,High,2331.25,Spring,Medium,October,1828.24,503.01,27.51
2024,4,6,Pulses,6,Gujarat,13.31,28.74,Medium,3492.23,Summer,High,April,3033.76,458.4699999999998,15.11
2020,7,2,Wheat,4,Tamil Nadu,355.61,30.29,Medium,3084.04,Monsoon,High,July,3013.34,70.69999999999982,2.35
2022,12,4,Cotton,11,West Bengal,38.92,19.21,High,4803.51,Winter,Very_High,December,3917.19,886.3200000000002,22.63
2022,7,6,Pulses,11,West Bengal,265.14,22.18,Medium,3412.57,Monsoon,High,July,3326.0,86.57000000000016,2.6
2024,11,2,Wheat,9,Uttar Pradesh,112.91,20.05,Medium,3166.24,Spring,High,November,3146.36,19.879999999999654,0.63
2022,4,2,Wheat,12,Punjab,32.27,39.73,Low,2616.93,Summer,Medium,April,3449.69,-832.7600000000002,-24.14
2022,4,6,Pulses,8,Madhya Pradesh,36.7,29.46,High,3741.34,Summer,High,April,3331.05,410.28999999999996,12.32
2022,4,8,Fruits,3,Kerala,10.59,37.27,Low,4085.06,Summer,Very_High,April,3504.25,580.81,16.57
2022,6,6,Pulses,2,Karnataka,241.74,40.44,High,4525.95,Monsoon,Very_High,June,3495.69,1030.2599999999998,29.47
2021,11,7,Vegetables,11,West Bengal,20.16,20.76,Medium,2141.13,Spring,Medium,November,1895.27,245.86000000000013,12.97
2023,6,4,Cotton,6,Gujarat,199.86,31.36,High,5047.42,Monsoon,Very_High,June,4355.25,692.1700000000001,15.89
2024,3,6,Pulses,12,Punjab,49.24,39.51,Medium,4001.76,Summer,Very_High,March,3079.42,922.3400000000001,29.95
2020,7,5,Sugarcane,3,Kerala,252.63,22.78,Low,3146.33,Monsoon,High,July,3583.2,-436.8699999999999,-12.19
2020,6,3,Maize,13,Haryana,176.68,37.09,High,2297.31,Monsoon,Medium,June,2004.8,292.51,14.59
2023,9,3,Maize,4,Tamil Nadu,341.77,22.85,Low,1457.14,Monsoon,Low,September,1689.9,-232.76,-13.77
2020,11,6,Pulses,9,Uttar Pradesh,48.58,24.42,High,3986.01,Spring,High,November,3961.25,24.76000000000022,0.63
2022,6,2,Wheat,13,Haryana,263.55,31.15,Medium,3159.62,Monsoon,High,June,3427.19,-267.57000000000016,-7.81
2022,2,7,Vegetables,3,Kerala,30.94,15.48,Medium,2326.24,Winter,Medium,February,2276.31,49.929999999999836,2.19
2021,12,7,Vegetables,9,Uttar Pradesh,146.36,12.13,Medium,2081.76,Winter,Medium,December,2480.19,-398.42999999999984,-16.06
2024,8,6,Pulses,10,Bihar,202.56,26.78,Low,3027.85,Monsoon,High,August,3619.81,-591.96,-16.35
2020,10,4,Cotton,7,Rajasthan,35.28,23.02,Medium,4271.45,Spring,Very_High,October,3970.39,301.05999999999995,7.58
2021,6,8,Fruits,4,Tamil Nadu,218.29,39.49,Medium,4425.19,Monsoon,Very_High,June,4074.13,351.0599999999995,8.62
2023,4,8,Fruits,7,Rajasthan,79.97,33.01,Medium,3410.32,Summer,High,April,3466.54,-56.2199999999998,-1.62
2024,10,5,Sugarcane,2,Karnataka,125.0,30.33,Medium,3453.84,Spring,High,October,3239.79,214.05000000000018,6.61
2024,7,6,Pulses,3,Kerala,181.43,21.37,Low,3580.68,Monsoon,High,July,3434.27,146.40999999999985,4.26
2021,8,7,Vegetables,9,Uttar Pradesh,152.3,22.36,Medium,2265.33,Monsoon,Medium,August,2463.06,-197.73000000000002,-8.03
2021,9,8,Fruits,13,Haryana,316.93,26.96,Medium,4448.5,Monsoon,Very_High,September,3927.28,521.2199999999998,13.27
2022,8,4,Cotton,8,Madhya Pradesh,367.17,20.79,Medium,3839.18,Monsoon,High,August,4498.52,-659.3400000000006,-14.66
2023,6,2,Wheat,8,Madhya Pradesh,347.32,31.21,Medium,2528.25,Monsoon,Medium,June,2143.96,384.28999999999996,17.92
2020,2,1,Rice,8,Madhya Pradesh,142.75,17.11,High,3137.77,Winter,High,February,3394.09,-256.32000000000016,-7.55
2020,3,3,Maize,2,Karnataka,75.55,32.84,High,2429.79,Summer,Medium,March,2850.0,-420.21000000000004,-14.74
2022,1,3,Maize,12,Punjab,131.88,20.16,Low,1762.81,Winter,Low,January,2803.31,-1040.5,-37.12
2022,10,2,Wheat,13,Haryana,76.93,24.33,Medium,3429.82,Spring,High,October,4077.78,-647.96,-15.89
2020,10,8,Fruits,13,Haryana,37.88,31.98,Medium,4498.95,Spring,Very_High,October,4333.49,165.46000000000004,3.82
2021,4,5,Sugarcane,13,Haryana,78.78,32.48,Medium,3522.17,Summer,High,April,3768.55,-246.3800000000001,-6.54
2021,7,4,Cotton,2,Karnataka,150.69,24.39,Medium,4705.63,Monsoon,Very_High,July,4731.13,-25.5,-0.54
2021,2,7,Vegetables,13,Haryana,84.59,10.42,Medium,2270.17,Winter,Medium,February,2315.39,-45.2199999999998,-1.95
2021,9,3,Maize,3,Kerala,264.9,23.44,Low,1590.18,Monsoon,Low,September,1743.99,-153.80999999999995,-8.82
2021,6,2,Wheat,12,Punjab,277.09,37.06,High,3340.01,Monsoon,High,June,2938.54,401.47000000000025,13.66
2023,2,5,Sugarcane,13,Haryana,95.29,19.46,Medium,3295.82,Winter,High,February,3128.37,167.45000000000027,5.35
2024,7,8,Fruits,8,Madhya Pradesh,282.25,29.22,Low,3238.38,Monsoon,High,July,3324.13,-85.75,-2.58
2024,7,7,Vegetables,7,Rajasthan,247.02,23.77,Medium,2363.22,Monsoon,Medium,July,2263.48,99.73999999999978,4.41
2021,7,2,Wheat,12,Punjab,306.9,29.24,Medium,2950.17,Monsoon,Medium,July,2985.16,-34.98999999999978,-1.17
2020,5,1,Rice,8,Madhya Pradesh,79.05,33.63,Medium,2681.66,Summer,Medium,May,3170.87,-489.21000000000004,-15.43
2023,7,2,Wheat,10,Bihar,168.42,20.38,High,2968.99,Monsoon,Medium,July,2510.33,458.65999999999985,18.27
2022,12,4,Cotton,13,Haryana,78.84,16.87,Medium,4582.31,Winter,Very_High,December,4877.52,-295.21000000000004,-6.05
2024,11,6,Pulses,6,Gujarat,27.45,25.89,Low,3207.73,Spring,High,November,4115.48,-907.7499999999995,-22.06
2022,4,8,Fruits,11,West Bengal,68.58,37.15,Medium,3703.98,Summer,High,April,3953.76,-249.7800000000002,-6.32
2020,4,3,Maize,7,Rajasthan,88.57,30.36,Medium,1590.32,Summer,Low,April,2010.57,-420.25,-20.9
2022,9,1,Rice,11,West Bengal,277.74,20.26,High,2324.91,Monsoon,Medium,September,2022.74,302.16999999999985,14.94
2023,4,2,Wheat,7,Rajasthan,88.75,39.37,Medium,2479.02,Summer,Medium,April,2710.99,-231.9699999999998,-8.56
2024,4,3,Maize,12,Punjab,63.27,30.93,Medium,2037.59,Summer,Medium,April,2853.0,-815.4100000000001,-28.58
2023,2,5,Sugarcane,8,Madhya Pradesh,139.5,19.67,Low,2659.53,Winter,Medium,February,3113.16,-453.62999999999965,-14.57
2021,7,3,Maize,10,Bihar,331.95,24.91,Medium,1557.29,Monsoon,Low,July,1627.66,-70.37000000000012,-4.32
2024,6,3,Maize,11,West Bengal,196.49,29.79,Low,1519.1,Monsoon,Low,June,1554.84,-35.74000000000001,-2.3
2021,1,4,Cotton,3,Kerala,60.89,19.43,Medium,5220.25,Winter,Very_High,January,3991.13,1229.12,30.8
2020,9,8,Fruits,13,Haryana,290.32,24.05,High,4406.54,Monsoon,Very_High,September,4284.68,121.85999999999967,2.84
2020,5,7,Vegetables,12,Punjab,43.41,29.05,Medium,2907.06,Summer,Medium,May,3194.09,-287.0300000000002,-8.99
2020,7,1,Rice,9,Uttar Pradesh,254.93,27.66,Medium,2262.46,Monsoon,Medium,July,2460.99,-198.52999999999975,-8.07
2023,12,8,Fruits,9,Uttar Pradesh,65.6,13.28,Low,3682.51,Winter,High,December,4422.71,-740.1999999999998,-16.74
2022,2,6,Pulses,11,West Bengal,105.53,15.48,Low,3215.86,Winter,High,February,4218.94,-1003.0799999999995,-23.78
2020,4,2,Wheat,2,Karnataka,24.92,41.24,Medium,3258.2,Summer,High,April,2681.16,577.04,21.52
2023,11,6,Pulses,8,Madhya Pradesh,106.84,26.29,Medium,3452.78,Spring,High,November,3129.42,323.3600000000001,10.33
2024,6,2,Wheat,8,Madhya Pradesh,274.33,35.75,Medium,2773.0,Monsoon,Medium,June,3000.92,-227.92000000000007,-7.6
2024,8,2,Wheat,7,Rajasthan,150.41,21.47,High,2947.96,Monsoon,Medium,August,2615.98,331.98,12.69
2022,4,3,Maize,13,Haryana,86.66,35.08,Medium,2152.13,Summer,Medium,April,2546.24,-394.1099999999997,-15.48
2024,11,1,Rice,4,Tamil Nadu,106.95,28.29,Medium,2109.02,Spring,Medium,November,2158.18,-49.159999999999854,-2.28
2020,6,7,Vegetables,7,Rajasthan,153.41,29.09,Low,1928.42,Monsoon,Low,June,2618.17,-689.75,-26.34
2023,11,5,Sugarcane,4,Tamil Nadu,102.87,28.02,Medium,3316.92,Spring,High,November,3981.69,-664.77,-16.7
2023,2,6,Pulses,1,Andhra Pradesh,43.74,12.95,Medium,3904.43,Winter,High,February,3098.41,806.02,26.01
2023,2,8,Fruits,6,Gujarat,59.55,14.81,High,4732.43,Winter,Very_High,February,3887.63,844.8000000000002,21.73
2021,1,1,Rice,7,Rajasthan,39.48,16.66,Medium,2690.27,Winter,Medium,January,2986.92,-296.6500000000001,-9.93
2023,8,8,Fruits,6,Gujarat,361.07,21.79,Medium,3615.98,Monsoon,High,August,3488.38,127.59999999999991,3.66
2020,10,1,Rice,8,Madhya Pradesh,31.89,30.53,Low,1989.66,Spring,Low,October,2291.35,-301.6899999999998,-13.17
2024,5,3,Maize,5,Maharashtra,72.85,32.05,Medium,2079.46,Summer,Medium,May,1536.9,542.56,35.3
2020,4,7,Vegetables,2,Karnataka,93.3,33.26,Medium,2420.89,Summer,Medium,April,2508.44,-87.55000000000018,-3.49
2021,10,5,Sugarcane,11,West Bengal,22.21,26.99,Medium,4156.39,Spring,Very_High,October,3951.3,205.09000000000015,5.19
2023,12,5,Sugarcane,7,Rajasthan,70.49,16.9,Medium,3104.99,Winter,High,December,2485.7,619.29,24.91
2024,5,4,Cotton,2,Karnataka,40.96,36.26,Medium,5992.73,Summer,Very_High,May,6703.68,-710.9500000000007,-10.61
2024,5,1,Rice,13,Haryana,92.9,29.25,High,3208.81,Summer,High,May,4097.28,-888.4699999999998,-21.68
2024,5,1,Rice,8,Madhya Pradesh,15.86,35.58,Low,2743.05,Summer,Medium,May,2505.44,237.61000000000013,9.48
2021,5,6,Pulses,3,Kerala,40.74,41.99,Medium,4901.06,Summer,Very_High,May,4536.6,364.46000000000004,8.03
2024,5,5,Sugarcane,3,Kerala,22.2,35.6,Medium,4146.47,Summer,Very_High,May,3779.61,366.8600000000001,9.71
2020,5,8,Fruits,8,Madhya Pradesh,19.65,29.3,Low,3513.4,Summer,High,May,3410.47,102.93000000000029,3.02
2020,3,1,Rice,1,Andhra Pradesh,63.32,28.65,Low,2810.95,Summer,Medium,March,3247.74,-436.78999999999996,-13.45
2020,9,5,Sugarcane,2,Karnataka,150.2,29.72,Medium,3460.53,Monsoon,High,September,3024.78,435.75,14.41
2023,3,3,Maize,9,Uttar Pradesh,91.9,35.83,Medium,2170.07,Summer,Medium,March,1920.58,249.49000000000024,12.99
2022,8,1,Rice,6,Gujarat,388.88,20.05,Low,1940.39,Monsoon,Low,August,1877.4,62.99000000000001,3.36
2020,6,5,Sugarcane,3,Kerala,355.18,36.6,Medium,3875.79,Monsoon,High,June,3354.43,521.3600000000001,15.54
2024,3,2,Wheat,11,West Bengal,20.48,31.99,Medium,2806.72,Summer,Medium,March,3170.7,-363.98,-11.48
2020,3,6,Pulses,2,Karnataka,67.08,38.84,Medium,3681.71,Summer,High,March,4214.62,-532.9099999999999,-12.64
2023,12,4,Cotton,11,West Bengal,132.41,19.16,High,4726.81,Winter,Very_High,December,3667.73,1059.0800000000004,28.88
2021,11,4,Cotton,11,West Bengal,144.88,21.98,Medium,3969.58,Spring,High,November,4047.36,-77.7800000000002,-1.92
2023,3,2,Wheat,2,Karnataka,53.02,37.03,Low,2658.69,Summer,Medium,March,2805.68,-146.98999999999978,-5.24
2023,6,7,Vegetables,7,Rajasthan,379.75,32.16,High,2416.97,Monsoon,Medium,June,2444.71,-27.740000000000236,-1.13
2023,3,1,Rice,2,Karnataka,48.49,34.37,Low,2637.08,Summer,Medium,March,3336.69,-699.6100000000001,-20.97
2023,1,4,Cotton,4,Tamil Nadu,84.1,20.42,High,5016.74,Winter,Very_High,January,4252.88,763.8599999999997,17.96
2021,10,1,Rice,11,West Bengal,34.1,31.54,Medium,2557.18,Spring,Medium,October,2244.61,312.5699999999997,13.93
2020,9,6,Pulses,7,Rajasthan,288.21,23.04,Low,3252.6,Monsoon,High,September,3133.96,118.63999999999987,3.79
2024,2,4,Cotton,12,Punjab,106.06,19.06,Low,4609.36,Winter,Very_High,February,4007.34,602.0199999999995,15.02
2021,10,4,Cotton,7,Rajasthan,81.68,30.36,Low,3136.99,Spring,High,October,4011.82,-874.8300000000004,-21.81
2023,4,6,Pulses,2,Karnataka,41.09,32.41,Medium,4024.1,Summer,Very_High,April,3344.76,679.3399999999997,20.31
2024,5,4,Cotton,11,West Bengal,21.21,30.73,Medium,5734.49,Summer,Very_High,May,6630.19,-895.6999999999998,-13.51
2021,10,1,Rice,7,Rajasthan,118.78,25.81,Low,1793.15,Spring,Low,October,2166.62,-373.4699999999998,-17.24
2020,4,4,Cotton,6,Gujarat,76.72,39.59,High,6487.73,Summer,Very_High,April,4466.83,2020.8999999999996,45.24
2022,3,4,Cotton,8,Madhya Pradesh,62.23,41.05,Low,4446.77,Summer,Very_High,March,4789.52,-342.75,-7.16
2020,8,7,Vegetables,10,Bihar,170.43,21.62,Medium,2154.38,Monsoon,Medium,August,2447.84,-293.46000000000004,-11.99
2021,4,7,Vegetables,12,Punjab,51.36,40.7,Medium,3014.59,Summer,High,April,2487.03,527.56,21.21
2021,9,8,Fruits,8,Madhya Pradesh,163.36,21.44,Medium,4203.33,Monsoon,Very_High,September,3661.49,541.8400000000001,14.8
2024,2,3,Maize,1,Andhra Pradesh,74.93,13.68,High,2823.13,Winter,Medium,February,2081.88,741.25,35.6
2024,1,8,Fruits,12,Punjab,22.56,22.47,Medium,4196.91,Winter,Very_High,January,4359.64,-162.73000000000047,-3.73
2022,11,5,Sugarcane,9,Uttar Pradesh,86.69,21.44,Medium,3052.17,Spring,High,November,3142.31,-90.13999999999987,-2.87
2020,1,7,Vegetables,3,Kerala,94.15,21.35,High,2217.56,Winter,Medium,January,2025.91,191.64999999999986,9.46
2022,6,4,Cotton,11,West Bengal,268.94,38.61,Medium,5412.24,Monsoon,Very_High,June,5036.14,376.09999999999945,7.47
2022,3,8,Fruits,9,Uttar Pradesh,92.34,30.47,Low,3391.55,Summer,High,March,4181.86,-790.3099999999995,-18.9
2022,12,8,Fruits,8,Madhya Pradesh,61.83,22.78,Medium,3326.35,Winter,High,December,4091.21,-764.8600000000001,-18.7
2020,12,7,Vegetables,7,Rajasthan,34.47,13.18,High,2162.13,Winter,Medium,December,2059.92,102.21000000000004,4.96
2022,12,2,Wheat,13,Haryana,117.59,22.64,Low,2552.87,Winter,Medium,December,3021.25,-468.3800000000001,-15.5
2024,11,5,Sugarcane,3,Kerala,140.88,23.17,High,3416.02,Spring,High,November,3959.1,-543.0799999999999,-13.72
2023,6,6,Pulses,5,Maharashtra,284.27,39.25,Medium,3939.2,Monsoon,High,June,3315.18,624.02,18.82
2024,12,6,Pulses,7,Rajasthan,121.84,10.86,Medium,3730.06,Winter,High,December,3445.07,284.9899999999998,8.27
2020,12,1,Rice,11,West Bengal,50.15,15.86,Medium,2817.88,Winter,Medium,December,2809.46,8.420000000000073,0.3
2023,12,7,Vegetables,3,Kerala,50.26,23.74,High,2262.76,Winter,Medium,December,2308.95,-46.1899999999996,-2.0
2021,4,4,Cotton,9,Uttar Pradesh,75.65,35.81,Medium,5592.52,Summer,Very_High,April,7406.25,-1813.7299999999996,-24.49
2022,3,7,Vegetables,11,West Bengal,64.18,36.88,Medium,2453.36,Summer,Medium,March,2216.09,237.26999999999998,10.71
2024,3,4,Cotton,9,Uttar Pradesh,45.78,39.06,Medium,5523.5,Summer,Very_High,March,5051.52,471.97999999999956,9.34
2020,1,5,Sugarcane,13,Haryana,136.93,23.91,High,3155.47,Winter,High,January,3525.65,-370.1800000000003,-10.5
2022,7,8,Fruits,6,Gujarat,287.59,24.58,High,3787.41,Monsoon,High,July,3050.95,736.46,24.14
2022,7,3,Maize,7,Rajasthan,392.47,30.33,Medium,1400.48,Monsoon,Low,July,1393.98,6.5,0.47
2023,2,8,Fruits,6,Gujarat,21.93,14.88,High,4482.96,Winter,Very_High,February,4732.43,-249.47000000000025,-5.27
2024,11,7,Vegetables,2,Karnataka,117.77,20.51,Medium,1971.85,Spring,Low,November,1866.24,105.6099999999999,5.66
2024,5,8,Fruits,13,Haryana,32.32,28.45,Low,3633.34,Summer,High,May,4465.66,-832.3199999999997,-18.64
2021,2,1,Rice,5,Maharashtra,134.18,12.94,Medium,2750.25,Winter,Medium,February,3427.96,-677.71,-19.77
2024,8,3,Maize,12,Punjab,282.0,26.42,Medium,1887.43,Monsoon,Low,August,1524.1,363.33000000000015,23.84
2023,4,1,Rice,3,Kerala,81.43,29.76,Medium,3300.85,Summer,High,April,4211.1,-910.2500000000005,-21.62
2024,4,6,Pulses,3,Kerala,93.3,30.84,Low,3165.67,Summer,High,April,4449.35,-1283.6800000000003,-28.85
2022,6,8,Fruits,4,Tamil Nadu,315.65,33.83,Low,3770.5,Monsoon,High,June,4430.87,-660.3699999999999,-14.9
2021,5,2,Wheat,11,West Bengal,55.46,39.96,Medium,3345.49,Summer,High,May,3159.41,186.07999999999993,5.89
2022,11,7,Vegetables,12,Punjab,78.76,28.53,Medium,1870.95,Spring,Low,November,1901.3,-30.34999999999991,-1.6
2021,3,8,Fruits,4,Tamil Nadu,43.11,31.8,Medium,4681.29,Summer,Very_High,March,4403.23,278.0600000000004,6.31
2021,5,5,Sugarcane,7,Rajasthan,86.37,35.66,High,3728.41,Summer,High,May,3340.62,387.78999999999996,11.61
2023,7,4,Cotton,7,Rajasthan,388.7,30.5,High,4144.65,Monsoon,Very_High,July,4521.93,-377.28000000000065,-8.34
2022,11,1,Rice,4,Tamil Nadu,120.81,21.79,Medium,2106.08,Spring,Medium,November,2215.92,-109.84000000000015,-4.96
2020,4,1,Rice,4,Tamil Nadu,30.12,41.49,High,3642.14,Summer,High,April,3160.24,481.9000000000001,15.25
2023,12,2,Wheat,12,Punjab,132.54,13.05,Medium,3399.85,Winter,High,December,3633.61,-233.76000000000022,-6.43
2024,12,7,Vegetables,9,Uttar Pradesh,37.49,12.03,High,2414.35,Winter,Medium,December,2232.82,181.52999999999975,8.13
2020,7,7,Vegetables,11,West Bengal,373.68,22.98,Medium,2096.3,Monsoon,Medium,July,2154.12,-57.81999999999971,-2.68
2020,9,4,Cotton,1,Andhra Pradesh,176.17,25.08,Low,4557.56,Monsoon,Very_High,September,3912.07,645.4900000000002,16.5
2024,6,7,Vegetables,2,Karnataka,338.33,36.86,High,2380.77,Monsoon,Medium,June,2034.94,345.8299999999999,16.99
2024,10,7,Vegetables,13,Haryana,144.83,23.07,Medium,2068.24,Spring,Medium,October,1900.19,168.04999999999973,8.84
2024,10,1,Rice,10,Bihar,94.44,24.17,High,2371.35,Spring,Medium,October,1818.73,552.6199999999999,30.38
2022,1,1,Rice,10,Bihar,34.52,12.29,Low,2719.34,Winter,Medium,January,2329.3,390.03999999999996,16.74
2020,6,8,Fruits,5,Maharashtra,218.06,29.13,Medium,3850.09,Monsoon,High,June,3908.06,-57.9699999999998,-1.48
2020,11,3,Maize,5,Maharashtra,133.66,29.97,Medium,1384.92,Spring,Low,November,1856.34,-471.41999999999985,-25.4
2024,5,5,Sugarcane,9,Uttar Pradesh,18.93,36.17,Low,3651.26,Summer,High,May,4561.66,-910.3999999999996,-19.96
2023,9,1,Rice,3,Kerala,343.62,28.72,Medium,2617.5,Monsoon,Medium,September,3179.74,-562.2399999999998,-17.68
2022,11,6,Pulses,3,Kerala,55.65,31.6,Medium,4381.98,Spring,Very_High,November,3633.15,748.8299999999995,20.61
2023,2,2,Wheat,11,West Bengal,20.07,16.44,Low,3141.75,Winter,High,February,3154.45,-12.699999999999818,-0.4
2022,8,6,Pulses,7,Rajasthan,303.7,29.31,Medium,3486.21,Monsoon,High,August,3239.2,247.01000000000022,7.63
2024,1,6,Pulses,6,Gujarat,27.72,20.59,Medium,3538.55,Winter,High,January,3617.92,-79.36999999999989,-2.19
2020,8,1,Rice,9,Uttar Pradesh,340.26,27.51,Low,1841.01,Monsoon,Low,August,2523.88,-682.8700000000001,-27.06
2020,10,4,Cotton,12,Punjab,25.11,27.86,High,5057.07,Spring,Very_High,October,4488.77,568.2999999999993,12.66
2023,12,8,Fruits,4,Tamil Nadu,46.09,19.64,Medium,4622.67,Winter,Very_High,December,3895.32,727.3499999999999,18.67
2021,10,6,Pulses,1,Andhra Pradesh,33.04,23.58,Medium,4430.98,Spring,Very_High,October,3671.98,758.9999999999995,20.67
2024,5,7,Vegetables,2,Karnataka,37.32,28.99,Medium,2558.09,Summer,Medium,May,2309.36,248.73000000000002,10.77
2024,2,6,Pulses,11,West Bengal,117.81,16.56,Medium,3461.51,Winter,High,February,3937.22,-475.7099999999996,-12.08
2021,12,7,Vegetables,5,Maharashtra,126.64,12.86,Medium,1878.05,Winter,Low,December,2208.66,-330.6099999999999,-14.97
2024,10,7,Vegetables,9,Uttar Pradesh,41.23,22.73,Medium,1932.63,Spring,Low,October,1918.93,13.700000000000045,0.71
2023,7,1,Rice,13,Haryana,190.79,20.53,Medium,2370.68,Monsoon,Medium,July,2383.95,-13.269999999999982,-0.56
2022,5,8,Fruits,8,Madhya Pradesh,56.39,33.24,Medium,3357.52,Summer,High,May,3579.26,-221.74000000000024,-6.2
2024,5,5,Sugarcane,5,Maharashtra,56.3,38.96,Medium,3549.86,Summer,High,May,3439.38,110.48000000000002,3.21
2022,12,6,Pulses,3,Kerala,145.59,21.27,Low,3454.5,Winter,High,December,4662.51,-1208.0100000000002,-25.91
2021,7,8,Fruits,10,Bihar,219.48,23.11,Medium,3887.47,Monsoon,High,July,3808.04,79.42999999999984,2.09
2021,10,1,Rice,6,Gujarat,99.08,28.58,Medium,2085.53,Spring,Medium,October,1697.01,388.5200000000002,22.89
2022,5,1,Rice,3,Kerala,54.35,39.59,Medium,3366.55,Summer,High,May,3353.32,13.230000000000018,0.39
2020,11,6,Pulses,11,West Bengal,117.52,22.58,Medium,3652.36,Spring,High,November,2989.55,662.81,22.17
2021,5,3,Maize,10,Bihar,92.79,33.98,Medium,1729.1,Summer,Low,May,2199.25,-470.1500000000001,-21.38
